% # columns="iter, evals, sigma, 0, fitness, xbest" seed=650964, Sun Nov 30 23:31:35 2025, <python>{}</python>
13 130 0.3054390840108156 0 0.316479172831999 0.21814682887895312 1.0788187671277463 4.50368054710517 2.99201647367221 5.277530216249563 1.876454666090968 -1.2574965668696652 2.085845688057196 4.4766867029582595
14 140 0.2929365485397845 0 0.3083237889535797 0.3389700739947072 1.170930838449783 4.258323562186847 2.9378576161717067 5.592821904054515 2.100298931757563 -1.1885740106749896 2.0357159570591254 4.6429578449191435
15 150 0.3023965436628372 0 0.2976228240517901 -0.0005070149256517498 1.667243670026341 3.996075243600179 3.044234327542037 5.532545325916913 2.2705552138642235 -1.2237886231890458 1.4509716421687036 4.533101382342527
16 160 0.316122102323137 0 0.2973996272090359 0.29519293357337184 1.3355591642496325 4.058956411804997 2.6574110288094346 6.003293377631341 2.3433920907419807 -1.0752102292031924 1.517822270384294 4.665742209123696
17 170 0.3116381968886769 0 0.28713332312094764 -0.10865520849803392 1.3984631786505053 4.259628236174885 3.366638597316063 5.652949603455369 2.452772569715144 -1.5752293488989488 1.6895960455927002 4.3175485645101634
18 180 0.2962053207812399 0 0.29423980265417526 0.01017892202624842 1.3552468293538182 4.288954725901439 3.17694707732122 6.237311096443647 2.295443746496584 -1.2915468832621544 1.1659901559569565 4.679395584959045
19 190 0.2716298309811686 0 0.2813444868243823 0.08257207856901633 1.6068880814036246 3.679877886922408 2.9355322305738176 6.070100376117229 2.7109488748182478 -1.2279181208302268 1.2863631266758102 4.1813957589434025
20 200 0.26081185767284704 0 0.24283908418613298 -0.01610097334372773 1.501048010803503 4.500730177166698 3.027645583547633 6.09285789259423 2.726307247643968 -1.200948574699454 1.7619310757511222 4.259712568690301
21 210 0.2498916938652828 0 0.2304410893697445 0.06745457718769554 1.3371381256087727 4.426180002167845 2.9197405265440226 6.177252581458465 2.6484411562576797 -1.2659193050527169 1.7078205723963347 4.448526088209399
22 220 0.2442993556094487 0 0.22063617105345434 0.12627820459375835 1.5404674321392644 4.534838089515015 2.7453588449143402 6.291962783365205 2.7871576878018605 -1.2471789013681411 1.6007338525811634 4.445669291526118
23 230 0.2385155941035448 0 0.21977632125888102 0.3028055010142443 1.5940252710372937 4.46376422886942 2.8797946459372197 6.396901074574704 2.877897063866744 -1.3144280531785735 1.756275566453847 4.365335655772451
24 240 0.23264832207745365 0 0.22376898273050694 0.20279855521845774 1.4280661344587324 4.538564563760851 3.102481447597904 6.2170797860118965 2.997696084095162 -1.4561755275881758 1.88562867370527 4.673690380913449
25 250 0.21974406459266446 0 0.2190914017427018 0.42728623925353326 1.2613709420732997 4.58423614467767 2.611693048695132 6.642474352208762 2.9299992405182285 -1.2467011862344286 1.84909099398145 4.41898447408359
26 260 0.18912142267685447 0 0.2048989630054442 0.3151292296542023 1.4478249320906327 4.471716346196125 2.8572791497116543 6.411524034497673 3.079947122906876 -1.1584910756234723 1.6956092127799796 4.437790515011328
27 270 0.17299207431317015 0 0.19195405019830636 0.10510650804182917 1.4754939327735008 4.757815981307265 3.0387605600613425 6.617143104096455 2.676158435454632 -1.3708906446172426 1.687287105121894 4.468422452953423
28 280 0.16357283750498428 0 0.19507243568264088 0.2397602199055399 1.4088050032634338 4.857128039688394 2.8303816915976827 6.750859209983534 2.875329085199934 -1.3179613182247927 1.7754021109901048 4.530209518337338
29 290 0.16048017612537593 0 0.17242714483419452 0.0393332188090493 1.4114272724839392 4.820182044404457 3.057445316356801 6.502361859018557 2.757589158140114 -1.4294022017756742 2.0059555667959725 4.586716324667233
